title,label
54 Leather Bags That Are Actual Leather And Actually Affordable,clickbait
Lady Gaga Modeled For Marc Jacobs And Stole The Damn Show,clickbait
Goalies Make Difference in Rangers-Capitals Series,not-clickbait
22 Pictures Of The Rockefeller Christmas Tree Through The Ages,clickbait
"We Know Your Favorite ""High School Musical"" Movie",clickbait
31 Albums That Will Be 20 Years Old In 2016,clickbait
A Government Officer Was Caught Playing Candy Crush While Meeting Farmers With Grievances,clickbait
Bush Has Book Deal With Crown Publishing,not-clickbait
Mickelson and Watney Share Lead at Doral,not-clickbait
"Sasha Cohen, Lacking an Olympic Gold Medal, Considers a Comeback",not-clickbait
"In Rape Case, Filipino Accuser Backtracks",not-clickbait
Canada's social insurance assets pass $140 billion in fourth quarter,not-clickbait
"12 Hacks To Make Netflix, Hulu And Amazon Prime Streaming Better",clickbait
World Bank to tighten security belt for Wolfowitz arrival,not-clickbait
For Everyone Who Was Weirdly Into Jack Skellington Growing Up,clickbait
17 Completely Insane Things That Have Happened In Hostels,clickbait
BuzzFeed Crossword: Son Of A,clickbait
33 Tweets About Being A Lesbian That Will Make You Wet Yourself... With Laughter,clickbait
7 Signs You Grew Up With Only Brothers,clickbait
Louisville Pounds Providence in Big East Quarterfinals,not-clickbait
Rebellion on the Range Over a Cattle ID Plan,not-clickbait
Scientists: Snow on Mt. Kilimanjaro to melt in twenty years,not-clickbait
Iraq starts manual vote recount,not-clickbait
Who's Your Enemy Based On Your Zodiac Sign,clickbait
How Much Of Your Soul Has Been Destroyed By Working In Retail,clickbait
"Bomb scare closes Times Square, New York",not-clickbait
Israel elects 18th Knesset,not-clickbait
"Beyond Sports, a Lesson From Desmond Tutu",not-clickbait
"Reports: Design flaw caused Minneapolis, Minnesota bridge to collapse",not-clickbait
Indonesian president sworn in for a second term,not-clickbait
"Its Population Falling, Russia Beckons Its Children Home",not-clickbait
26 Pictures That Show How Different America And Britain Are,clickbait
"Katy Perry Wasn't Allowed To Read ""Harry Potter""",clickbait
6 Struggles Only Atheists Understand,clickbait
Which Talk Show Should You Be A Guest On,clickbait
23 Christmas Pinterest Fails That Will Have You In Tears,clickbait
Inventor of instant noodles passes away,not-clickbait
21 Elf On The Shelf Accessories You Need This Christmas,clickbait
MySpace shares its database of sex offenders,not-clickbait
Two trains collide near Rome,not-clickbait
"As Giants Break Camp, Coughlin Uses Lakers as Motivation",not-clickbait
Swine flu claims first UK victim,not-clickbait
Which Evil Mythical Creature Matches Your Zodiac Sign,clickbait
Hepatitis scare at New Zealand McDonald's restaurant,not-clickbait
Three football World Cup journalists robbed at gunpoint in South Africa,not-clickbait
This Man And His Wolfdog Will Make You Want To Go Hiking Right Now,clickbait
27 Guys On What They Were Thinking When Their Brides Walked Down The Aisle,clickbait
19 Things You Know If You've Been With Your Partner Since You Were 14,clickbait
"There's A Fun New Parody Of The ""Mr. Men And Little Miss"" Books",clickbait
"Mullins, Trainer of I Want Revenge, Is Suspended",not-clickbait
North Korea conducts test of nuclear weapon,not-clickbait
Thunderbird 1.0 mail user agent released by Mozilla Foundation,not-clickbait
"An Elaborate Arch, an Opaque Significance",not-clickbait
8 Slightly Gross Facts That Will Make You Very Aware Of Your Mouth,clickbait
New Zealander William Trubridge breaks freediving world record,not-clickbait
Which BuzzFeed Section Are You,clickbait
Heavy Absentee Voting by Iranians in Iraq,not-clickbait
"Helping Hands Keep Alberto Arroyo, Jogging Pioneer at Central Park, Going",not-clickbait
32 Pictures That Perfectly Sum Up Your Elementary School Experience,clickbait
"Algerian teen falls to death in Mecca; rape, murder suspected",not-clickbait
"Magnitude 7.0 earthquake hits New Britain, Papua New Guinea",not-clickbait
Ex-Officer Is Charged in Killing in Oakland,not-clickbait
"Mexican Man Admits Using Acid on Bodies, Army Says",not-clickbait
DIY Pore-Cleansing Egg White Face Mask,clickbait
Pigskin A Blanket: Super Bowl 50 Picks,clickbait
"Can You Tell What Band Is On A Cover Of ""NME""",clickbait
This New Dad And His Baby Put Our Snapchats To Shame,clickbait
Barack Obama accepts US presidential nomination from the Democratic Party,not-clickbait
Quebec to appeal long-gun registry destruction to the Supreme Court,not-clickbait
19 Names You Won't Believe People Gave Their Babies In 2015,clickbait
We Know What Will Happen To You In 2016 Based On Your Favorite TV Show,clickbait
22 Pictures People Without Roommates Will Never Understand,clickbait
Red Wings Dominate Despite Being Short-Handed,not-clickbait
15 People Who Are Definitely Not On The Drake Train,clickbait
This Video Shows The Apollo Missions Like You've Never Seen Them Before,clickbait
We Gave These Americans Euros And They Were Confused,clickbait
42 Of The Most Romantic Lines From YA Literature,clickbait
World Bank President to make eight-day African tour,not-clickbait
Student at Boston U. May Be Tied to Third Case,not-clickbait
British Airways plans to cut carbon dioxide emissions by 50% by 2050,not-clickbait
A Brief Reminder That Norman Reedus Is Really Damn Fine,clickbait
Historical Photos in Web Archives Gain New Lives,not-clickbait
Former Governor Enters Debate on A.I.G.,not-clickbait
"Do You Remember The Iconic Shabooya Scene From ""Bring It On: All Or Nothing""",clickbait
Which Evil Star Wars Faction Would You Join,clickbait
16 Easy And Delicious Recipes That Are Completely Turkey-Free,clickbait
21 Stunning Photos Of Newfoundlands And Labradors,clickbait
This Photo Of 500 Sheep In A Snowy Field Will Mess With Your Mind,clickbait
"The Cast Of ""Pan"" Plays A Game Of ""Fly Or Fail""",clickbait
An Acid Attack Survivor Just Became The First-Ever Spokeperson For A Fashion Brand,clickbait
19 Heartbreakingly Honest Confessions About Dating As A Transgender Person,clickbait
An Amputee Wasn't Allowed To Board Her Flight Until She Stripped And Removed Her Prosthetic Leg,clickbait
The Frigid Winter Blues Summed Up By GIFs Of Really Hot Guys,clickbait
France Looks to Help Airbus With Loan Guarantees,not-clickbait
GMTV ends broadcasting in UK after 17 years,not-clickbait
Author Amy Scobee recounts abuse as Scientology executive,not-clickbait
People Guess What Christian Phrases Mean,clickbait
"How Well Do You Remember ""The Office"" Seasons 1-3",clickbait
Philippine shipwreck kills man; rescue boat also rescued,not-clickbait
17 Power Snacks Every College Student Should Know,clickbait
Flight simulation site Avsim 'destroyed' by hackers,not-clickbait
Web Pries Lid of Iranian Censorship,not-clickbait
21 Experiences That Are Better Than Sex For People Who Love Food,clickbait
10 Incredibly Cute Ways To Give A Gift Card,clickbait
23 Times Justin Bieber's Instagram Awakened Your Inner Thirst,clickbait
14 Life-Changing Reasons To Work Out Right Now,clickbait
Can You Guess If These Are Sex Toys Or Just Regular Shit,clickbait
What Underrated Makeup Brands Should Everyone Know About,clickbait
We Know Whether You'll Be Alone On Valentine's Day,clickbait
"27 Reasons We All Need To Make Our Kids Watch ""Friends""",clickbait
"Al-Qaeda's second in command, Ayman al-Zawahiri, calls for 'strikes against Jewish and American interests'",not-clickbait
Experts Watch for Signs Obama Will Move Appeals Courts to the Left,not-clickbait
We Know Your Zodiac Sign Based On The Things You Like,clickbait
Everyone Just Found Out That Denzel's Son Is Really Hot,clickbait
Death toll up to six in Minneapolis bridge collapse,not-clickbait
"Thirty injured as bus crashes in Belfast, Northern Ireland",not-clickbait
Copy of handbook for leaders of the Church of Jesus Christ of Latter-day Saints obtained by Wikinews,not-clickbait
Worth Magazine to Reinvent Itself,not-clickbait
Illinois high school boys basketball: Benet beats Carmel after losing previous close games,not-clickbait
Novelist Given 3 Years for Insulting Thai King,not-clickbait
"Chile tsunami first reached Pichilemu, SHOA reports",not-clickbait
"How Well Do You Remember The ""Slutty Pumpkin"" Episode Of ""HIMYM""",clickbait
Florida Leader Wants U.S. Money to Fill Budget Gap,not-clickbait
The Word Of The Day Is Thanks To Queen Amy Poehler,clickbait
Canadian politician calls for terrorism inquiry into pie-throwing,not-clickbait
"Here's How To Play ""Fallout 4"" As Imperator Furiosa",clickbait
"Iceland voters reject deal to repay billions to UK, Dutch",not-clickbait
27 Things To Eat If You Have Social Anxiety And Don't Want To Talk To Anyone At A Party,clickbait
17 Mind-Blowingly Cute And Simple Halloween Costumes For Kids,clickbait
NZ Government passes bill to legalise controversial electioneering overspending,not-clickbait
22 Reasons Why Eggs Should Be Banished From This Earth,clickbait
"At Spring Break in Mexico, Revelry Mixes With New Caution",not-clickbait
Pope Celebrates Mass in Jordan,not-clickbait
Do You Actually Prefer Appetizers Or Dessert,clickbait
30 Justin Timberlake Lyrics That Make The Perfect Instagram Caption,clickbait
UK Government announce same-sex weddings to start from March 29,not-clickbait
McCain volunteer fakes mutilation by Obama supporter,not-clickbait
Wholesale Inventories Decline for a Fifth Month,not-clickbait
Germany Going Into Elections Divided on Economic Approach,not-clickbait
Maisie Williams Has A YouTube Channel Now And She Brought Sophie Turner,clickbait
Body of Sheikh Ahmed bin Zayed Al Nahyan found in Moroccan lake,not-clickbait
4 U.S. Soldiers Killed in Afghanistan,not-clickbait
Oil company BP to pay for Gulf of Mexico spill,not-clickbait
Former MLB player Rollie Stiles dies,not-clickbait
Jason Biggs' Apple Pie Legacy Lives On With His Son,clickbait
13 Of Our Favourite Television Moments In 2015,clickbait
"As Germany Sinks, Its Economic System Is Questioned",not-clickbait
White House spokesperson discusses situation in Burma,not-clickbait
Can We Guess How Many Times You Had Sex In 2015,clickbait
Women Tried Boudoir Photography For The First Time And Loved Every Second Of It,clickbait
This Artist Re-Imagined Super Mario As Famous Cultural Icons,clickbait
'Recession gardens' replace victory gardens,not-clickbait
21 Confessions Of A Southerner Going To School In The North,clickbait
Israel allows cash for Gazans,not-clickbait
4 States With Unemployment Above 10%,not-clickbait
The Hardest Science Quiz You'll Take Today,clickbait
"But Seriously, Who Is Kiki's Freaking Match On ""Are You The One?""",clickbait
"2009 was worst year for airlines, says International Air Transport Association",not-clickbait
"Pedestrian, three others killed in helicopter crash in British Columbia",not-clickbait
US government points to dead scientist as 'lone anthrax attacker',not-clickbait
"Dude, We Should Hang Out",clickbait
"US Senate Majority leader Harry Reid criticized over ""Negro"" comments",not-clickbait
Ellen DeGeneres Had Adele Record Her Voicemail Greeting And It's Perfection,clickbait
This Is What U.S. Presidents Would Look Like With Man Buns,clickbait
Treat California Just Like G.M.,not-clickbait
Rivera Takes His Time Recovering From Shoulder Surgery,not-clickbait
20 People Who Immediately Recognized Their Mistake,clickbait
Quiznos restaurant chain airs controversial commercial,not-clickbait
Here Are The Best Jokes About Plastic Bags Now Costing 5p In England,clickbait
"Joss Whedon, Tim Burton, And Anne Rice Are Appearing In A Vampire Documentary",clickbait
"New ""Star Wars: The Force Awakens"" Character Posters Have Been Released",clickbait
38 killed after US helicopter crashes in Afghanistan,not-clickbait
What's The Best Place To Buy Tomboyish Clothing,clickbait
Raise Your Kitchen Game With The BuzzFeed Food Newsletter,clickbait
Emma Stone And Andrew Garfield Have Split Up,clickbait
What Happened to Archway?,not-clickbait
.tel top-level domain launched,not-clickbait
Rioting develops throughout England,not-clickbait
Stocks Barely Budge as Investors Await New Signals,not-clickbait
Are You More Arthur Or D.W,clickbait
"UNHCR: 200,000 people displaced by violence in Yemen",not-clickbait
1 Trip To Trader Joe's + $20 = 5 Easy Vegan Dinners,clickbait
2005/01/08 Tsunami aid donations in 2005 deductible for 2004 in the U.S.,not-clickbait
18 Things Everyone Who's In A Relationship With Sephora Knows To Be True,clickbait
California Led U.S. in Job Losses in April,not-clickbait
250 Nuns Just Cycled All The Way From Kathmandu To New Delhi,clickbait
Flight recorders from Air France Flight 447 found,not-clickbait
New earthquake hits Chile,not-clickbait
What Are Some Misconceptions About OCD,clickbait
Can You Tell How Old These Fucking Pennies Are,clickbait
21 Things Every Second Semester College Senior Knows To Be True,clickbait
31 Things Kim Kardashian Did In 2007 That She'd Never Do Now,clickbait
World's oldest seaborne passenger vessel on tour as floating library,not-clickbait
"Which Character From ""K Project"" Are You",clickbait
Linux fifth most searched tech word on Google in 2004,not-clickbait
"We Asked Jake Gyllenhaal And Jason Clarke Who They Would Bring On An ""Everest"" Climb",clickbait
Pakistan: Twelve suspected Taliban rebels die in airstrikes,not-clickbait
That Picture Of  Matthew Perry And Courteney Cox Everyone Is Talking About Is 10 Years Old,clickbait
"Denis Potvin Chant Endures With a Smile, Not a Snarl",not-clickbait
Thousands protest Iraq war in Washington D.C.,not-clickbait
21 New Year's Resolutions For TV To Consider In 2016,clickbait
United States Senator Ted Kennedy rushed to the hospital,not-clickbait
Boeing 757 makes emergency landing at Vnukovo airport in Moscow,not-clickbait
Canadian government apologizes to deportation victim Arar,not-clickbait
27 Of The Worst Things About Going To Stock Photo University,clickbait
Cheap Vs. Expensive Vodka Taste Test,clickbait
17 Insanely Awesome Starbucks You Need To See,clickbait
